isolate,n_genes,ST,Phylogroup
SRR7500964_trimmed,313,5669,B2
esc_ba8669aa_as,348,1057,B2
esc_ba9515aa_as,350,1057,B2
esc_ba9812aa_as,335,1193,B2
esc_ca0871aa_as,341,404,B2
esc_ca1145aa_as,347,404,B2
esc_ca1749aa_as,350,1057,B2
esc_ca1758aa_as,347,1057,B2
esc_ca2252aa_as,352,550,B2
esc_ca3905aa_as,333,1193,B2
esc_ca4231aa_as,337,1193,B2
esc_ca4508aa_as,350,550,B2
esc_ca5348aa_as,347,404,B2
esc_ca5689aa_as,346,404,B2
esc_ca5989aa_as,352,550,B2
esc_ga6507aa_as,336,1193,B2
esc_ga8900aa_as,344,404,B2
esc_ga8987aa_as,333,14,B2
esc_ga9109aa_as,337,1193,B2
esc_ga9261aa_as,346,404,B2
esc_ga9303aa_as,338,1193,B2
esc_ga9325aa_as,348,404,B2
esc_ia2215aa_as,354,14,B2
esc_ia2237aa_as,356,550,B2
esc_ia2254aa_as,356,550,B2
esc_ia2266aa_as,334,14,B2
esc_ja3894aa_as,346,404,B2
esc_ja4006aa_as,331,14,B2
esc_ja4451aa_as,346,404,B2
esc_ja4494aa_as,347,404,B2
esc_ja4730aa_as,334,1193,B2
esc_ja4833aa_as,330,14,B2
esc_ja7912aa_as,336,1193,B2
esc_ja9330aa_as,338,1193,B2
SRR7163903_trimmed,293,504,B2
SRR7163946_trimmed,293,504,B2
SRR7179897_trimmed,310,6880,B2
SRR7184312_trimmed,292,6880,B2
SRR7187061_trimmed,300,5292,B2
SRR7187752_trimmed,264,504~,B2
SRR7223123_trimmed,301,504~,B2
SRR7249515_trimmed,299,504,B2
SRR7249686_trimmed,310,504,B2
SRR7265840_trimmed,302,504~,B2
SRR7274790_trimmed,294,504,B2
SRR7277729_trimmed,304,504,B2
SRR7277758_trimmed,289,504,B2
SRR7277775_trimmed,309,6880,B2
SRR7283814_trimmed,302,504,B2
SRR7285530_trimmed,304,504,B2
SRR7286543_trimmed,310,504,B2
SRR7286568_trimmed,291,504~,B2
SRR7401699_trimmed,276,504,B2
SRR7407968_trimmed,305,504,B2
SRR7474039_trimmed,289,8384~,B2
SRR7833073_trimmed,304,504,B2
SRR7833080_trimmed,307,6880,B2
SRR7835332_trimmed,308,504,B2
SRR7835539_trimmed,304,5292,B2
SRR7836304_trimmed,308,5292,B2
esc_ba3543aa_as,308,504,B2
esc_ga3654aa_as,309,504,B2
esc_ga8815aa_as,309,504,B2
esc_ga8906aa_as,309,504,B2
esc_ga8945aa_as,310,504,B2
esc_ga8974aa_as,309,5292,B2
esc_ga8995aa_as,310,504,B2
esc_ia1635aa_as,312,5292,B2
esc_ja3930aa_as,310,504,B2
esc_ja4468aa_as,309,504,B2
esc_ja4573aa_as,307,504,B2
esc_ja4629aa_as,309,5292,B2
esc_ja4720aa_as,313,504,B2
esc_ja7637aa_as,312,6880,B2
esc_ka1165aa_as,309,504,B2
esc_ka3891aa_as,309,504,B2
esc_ka3942aa_as,309,5292,B2
esc_pa2595aa_as,310,5292,B2
esc_pa2596aa_as,307,5292,B2
esc_pa2599aa_as,308,5292,B2
esc_pa2601aa_as,309,5292,B2
esc_pa2602aa_as,311,6880,B2
esc_pa2603aa_as,310,504,B2
esc_pa2788aa_as,310,7641,B2
esc_pa2790aa_as,311,6880,B2
esc_pa2791aa_as,309,504,B2
esc_ra1892aa_as,302,5292,B2
esc_ra1893aa_as,308,504,B2
esc_ra1897aa_as,303,5292,B2
11657_5#32,323,5476,D
11657_5#65,325,393,D
11657_6#89,333,393,D
11657_7#45,316,393,D
11657_7#75,322,393,D
11658_3#58,322,393,D
11658_3#65,317,393,D
11658_4#30,322,393,D
11658_4#35,312,393,D
11658_4#92,321,1394,D
11658_5#22,322,393,D
11658_5#38,314,393,D
11658_5#77,324,393,D
11658_6#61,317,393,D
11658_6#70,323,393,D
11658_6#78,323,393,D
11658_7#31,323,393,D
11658_8#39,323,393,D
11658_8#79,317,393,D
11679_4#23,323,393,D
11679_4#27,313,1394,D
11679_4#50,314,393,D
11679_4#64,322,393,D
11679_5#92,321,393,D
11679_7#41,333,393,D
11679_7#49,325,393,D
11679_8#40,317,393,D
11791_3#63,326,393,D
11791_3#83,323,393,D
11791_6#27,323,393,D
11791_6#33,323,393,D
11791_7#47,323,393,D
11791_7#52,322,393,D
12045_3#59,316,393,D
JSNT00000000,324,393,D
JSPM00000000,328,393,D
JSQW00000000,323,393,D
JSRB00000000,324,393,D
JSRX00000000,323,393,D
JSRY00000000,324,393,D
JSRZ00000000,324,393,D
JSSA00000000,322,393,D
JSSC00000000,329,393,D
JSSH00000000,323,393,D
SRR7215950_trimmed,317,31,D
SRR7251057_trimmed,323,31,D
SRR7285426_trimmed,309,31~,D
SRR7401627_trimmed,309,31,D
esc_aa8948aa_as,323,393,D
esc_ba6813aa_as,324,393,D
esc_ba7986aa_as,322,393,D
esc_ba8221aa_as,325,393,D
esc_ba9338aa_as,314,393,D
esc_ca0367aa_as,325,393,D
esc_ca3342aa_as,323,5412,D
esc_ca4562aa_as,323,393,D
esc_ca6136aa_as,323,393,D
esc_ga9208aa_as,327,31,D
esc_ha7994aa_as,308,31,D
esc_ha8278aa_as,323,393,D
esc_ha8489aa_as,327,31,D
esc_ia2263aa_as,322,393,D
esc_ia2268aa_as,322,598,D
esc_oa0090aa_as,310,393,D
esc_oa0095aa_as,316,393,D
esc_qa3552aa_as,326,31,D
11657_5#28,342,5432,B2
11657_6#23,338,131,B2
11657_6#7,334,131,B2
11657_6#96,343,131,B2
11657_7#7,344,131,B2
11658_4#22,335,131,B2
11658_5#42,338,131,B2
11658_5#50,350,5494,B2
11658_6#22,345,131,B2
11658_6#53,342,131,B2
11679_4#44,350,131,B2
11679_5#57,333,131,B2
11679_6#30,338,131,B2
11679_6#7,346,131,B2
11679_7#12,341,131,B2
11679_7#86,343,131,B2
11679_8#6,338,131,B2
11791_3#26,338,131,B2
11791_3#49,334,131,B2
11791_3#62,333,131,B2
11791_6#1,347,131,B2
JSGB00000000,346,131,B2
JSIG00000000,334,131,B2
JSIV00000000,344,131,B2
JSNR00000000,338,131,B2
NC_013654,335,131,B2
SRR7167516_trimmed,332,131,B2
SRR7270950_trimmed,331,131~,B2
SRR7286660_trimmed,344,131,B2
esc_aa9282aa_as,337,131,B2
esc_ba1336aa_as,341,131,B2
esc_ba1344aa_as,343,131,B2
esc_ba3542aa_as,345,131,B2
esc_ba5891aa_as,344,131,B2
esc_ba8435aa_as,349,131,B2
esc_ba9153aa_as,338,131,B2
esc_ca0502aa_as,347,131,B2
esc_ca1117aa_as,343,131,B2
esc_ca3659aa_as,319,131,B2
esc_ca4283aa_as,345,131,B2
esc_ca5347aa_as,345,131,B2
esc_ca5729aa_as,338,131,B2
esc_ca5960aa_as,343,131,B2
esc_ga8796aa_as,334,131,B2
esc_ga9453aa_as,348,131,B2
esc_ha0889aa_as,345,131,B2
esc_ja8218aa_as,333,131,B2
esc_oa0089aa_as,345,131,B2
AIAN00000000,304,343,B1
SRR5031188_trimmed,288,300,B1
SRR7204400_trimmed,237,300~,B1
SRR7223081_trimmed,290,4942,B1
SRR7236602_trimmed,294,4942,B1
SRR7249717_trimmed,287,300,B1
SRR7249788_trimmed,291,300,B1
SRR7256990_trimmed,293,300,B1
SRR7265854_trimmed,254,300~,B1
SRR7266816_trimmed,290,300,B1
SRR7282627_trimmed,277,343~,B1
SRR7283824_trimmed,295,300,B1
SRR7285438_trimmed,300,5343,B1
SRR7285448_trimmed,293,4942,B1
SRR7285516_trimmed,298,5343,B1
SRR7290889_trimmed,271,300~,B1
SRR7291645_trimmed,295,300,B1
SRR7358107_trimmed,292,300,B1
SRR7358281_trimmed,290,300,B1
SRR7367411_trimmed,285,300,B1
SRR7367420_trimmed,274,300,B1
SRR7826925_trimmed,290,300,B1
SRR7833105_trimmed,303,343,B1
esc_ba1166aa_as,304,343,B1
esc_ba2377aa_as,291,300,B1
esc_ba6859aa_as,292,300,B1
esc_ca5600aa_as,304,343,B1
esc_ga8958aa_as,297,300,B1
esc_ga9184aa_as,297,300,B1
esc_ha8860aa_as,302,343,B1
esc_ia1136aa_as,292,300,B1
esc_ia1239aa_as,294,6668,B1
esc_ia2281aa_as,298,300,B1
esc_ia6424aa_as,306,343,B1
esc_ia6957aa_as,293,300,B1
esc_ia7105aa_as,302,343,B1
esc_ja4798aa_as,292,300,B1
esc_ja7585aa_as,294,300,B1
esc_ja7960aa_as,305,343,B1
esc_ka1473aa_as,298,300,B1
esc_ka5748aa_as,294,300,B1
esc_la1931aa_as,303,343,B1
esc_la4763aa_as,296,300,B1
esc_ra3272aa_as,293,300,B1
esc_ra3277aa_as,295,300,B1
esc_ra4687aa_as,297,4942,B1
39282_A02_contigs_pacbio,291,6,A
43116_E01_contigs_pacbio,288,6,A
46582_F01_contigs_pacbio,297,6,A
SRR7163918_trimmed,255,6~,A
SRR7172431_trimmed,284,6,A
SRR7184272_trimmed,291,6,A
SRR7186932_trimmed,283,6~,A
SRR7191701_trimmed,284,6,A
SRR7204216_trimmed,291,6,A
SRR7208998_trimmed,268,6~,A
SRR7244275_trimmed,286,8300,A
SRR7251043_trimmed,281,6,A
SRR7265856_trimmed,257,6~,A
SRR7285521_trimmed,286,6,A
SRR7286587_trimmed,288,6,A
SRR7367465_trimmed,286,6,A
SRR7401625_trimmed,277,6,A
SRR7401687_trimmed,289,6,A
SRR7417191_trimmed,287,6,A
SRR7527619_trimmed,265,6~,A
SRR7527649_trimmed,286,6,A
SRR7833086_trimmed,280,6,A
esc_fa8182aa_as,296,6,A
esc_fa8183aa_as,293,6,A
esc_fa8265aa_as,288,6,A
esc_ga8797aa_as,285,6,A
esc_ga8912aa_as,296,6,A
esc_ga8914aa_as,291,6,A
esc_ga8923aa_as,289,6,A
esc_ga9214aa_as,287,6,A
esc_ga9304aa_as,293,6,A
esc_ga9401aa_as,287,6,A
esc_ga9408aa_as,288,6,A
esc_ia1231aa_as,291,6,A
esc_ja3841aa_as,285,6,A
esc_ja4446aa_as,289,6,A
esc_ja4455aa_as,289,6,A
esc_ja4495aa_as,293,6,A
esc_ja4735aa_as,288,6,A
esc_ja4803aa_as,288,6,A
esc_ka3968aa_as,285,6,A
esc_la5724aa_as,283,6,A
NC_011748,319,678,B1
SRR7163945_trimmed,315,678,B1
SRR7204309_trimmed,319,678,B1
SRR7208465_trimmed,304,678~,B1
SRR7249755_trimmed,312,678,B1
SRR7251472_trimmed,309,678,B1
SRR7265848_trimmed,306,678,B1
SRR7266814_trimmed,313,678,B1
SRR7283764_trimmed,286,678~,B1
SRR7457845_trimmed,314,678~,B1
esc_ba2558aa_as,309,678~,B1
esc_ba6509aa_as,313,678~,B1
esc_ba8620aa_as,320,678,B1
esc_ba9247aa_as,321,678,B1
esc_ba9854aa_as,319,678,B1
esc_ca0919aa_as,319,678,B1
esc_ca2993aa_as,319,678,B1
esc_ca3082aa_as,319,678,B1
esc_ca3512aa_as,319,678,B1
esc_ca4050aa_as,312,678~,B1
esc_ca4058aa_as,312,678~,B1
esc_ca4444aa_as,321,678,B1
esc_ca4546aa_as,322,678,B1
esc_ca5004aa_as,319,678,B1
esc_ca5189aa_as,319,678,B1
esc_ca5299aa_as,320,678,B1
esc_ca5381aa_as,319,678,B1
esc_ca5860aa_as,323,678,B1
esc_fa5995aa_as,321,678,B1
esc_ga9078aa_as,322,678,B1
esc_ga9181aa_as,316,678,B1
esc_ga9213aa_as,317,678,B1
esc_ga9436aa_as,318,678,B1
esc_ha0692aa_as,320,678,B1
esc_ha1866aa_as,320,678,B1
esc_ha1938aa_as,320,678,B1
esc_ha1939aa_as,320,678,B1
esc_ha1940aa_as,321,678,B1
esc_ma8832aa_as,314,678,B1
esc_ma8840aa_as,320,678,B1
esc_ma8843aa_as,317,678,B1
esc_qa9937aa_as,318,678,B1
esc_ra1231aa_as,318,678,B1
esc_ra3279aa_as,318,678,B1
esc_ra3563aa_as,313,678,B1
11658_3#44,330,141,B2
11658_3#61,334,141,B2
11658_4#51,328,141,B2
11658_4#84,330,141,B2
11658_5#43,325,998,B2
11679_4#6,338,141,B2
11679_5#41,326,141,B2
11679_5#50,317,998,B2
11679_5#6,325,998,B2
11679_5#71,321,998,B2
11679_5#79,330,998,B2
11679_7#27,330,141,B2
11679_7#28,331,141,B2
11679_7#69,332,141,B2
11679_8#25,332,141,B2
11679_8#91,333,141,B2
11679_8#93,334,141,B2
11791_3#18,341,141,B2
11791_3#76,335,141,B2
11791_6#17,336,141,B2
11791_7#54,335,141,B2
38344_H01_contigs_pacbio,333,141,B2
APNX00000000,332,141,B2
JSIQ00000000,319,998~,B2
JSRD00000000,317,141,B2
JSRE00000000,317,141,B2
SRR7187794_trimmed,332,141,B2
SRR7191710_trimmed,217,141~,B2
SRR7223082_trimmed,326,8290,B2
SRR7265629_trimmed,320,8290,B2
SRR7265849_trimmed,312,998,B2
SRR7367367_trimmed,340,141,B2
esc_ba6506aa_as,331,141,B2
esc_ca1053aa_as,334,141,B2
esc_ca2578aa_as,317,141,B2
esc_ca3326aa_as,334,141,B2
esc_ca3355aa_as,335,141,B2
esc_ca3517aa_as,331,141,B2
esc_ca3741aa_as,331,141,B2
esc_ca4545aa_as,324,998,B2
esc_ca5611aa_as,337,141,B2
esc_ca5726aa_as,335,141,B2
esc_ca5767aa_as,334,141,B2
esc_ga8831aa_as,335,141,B2
esc_ga8878aa_as,335,998,B2
esc_ga9006aa_as,335,141,B2
esc_ha5976aa_as,326,998,B2
esc_ia2253aa_as,324,998,B2
esc_oa1449aa_as,337,141,B2
7748_7#13,304,517,B1
7748_7#30,306,517,B1
7748_7#35,306,517,B1
7748_7#4,298,517,B1
7748_7#40,306,517,B1
7748_7#5,301,517,B1
7790_1#59,298,517,B1
7790_1#68,309,517,B1
7790_1#70,306,5241,B1
7790_1#74,300,5485,B1
7790_1#81,299,517,B1
7790_1#92,299,517,B1
7790_1#95,309,517,B1
8205_3#3,305,517,B1
8205_3#38,307,5241,B1
8205_3#4,306,517,B1
8205_3#5,306,517,B1
8205_3#50,307,5241,B1
8205_3#6,306,517,B1
8205_3#61,310,517,B1
8205_3#66,306,5241,B1
8205_3#68,306,517,B1
8205_3#75,307,5241,B1
8205_3#77,299,517,B1
AIBI00000000,298,517,B1
AIBN00000000,299,517,B1
JHSR00000000,284,517,B1
SRR5031203_trimmed,292,517,B1
SRR7191681_trimmed,287,517,B1
SRR7221115_trimmed,280,517,B1
SRR7265842_trimmed,303,517,B1
SRR7266821_trimmed,284,517~,B1
SRR7282612_trimmed,286,517~,B1
SRR7358117_trimmed,298,517,B1
SRR7367557_trimmed,270,517,B1
SRR7457805_trimmed,276,517~,B1
esc_ga9007aa_as,305,517,B1
esc_ga9178aa_as,306,517,B1
esc_ga9204aa_as,301,517,B1
esc_ga9389aa_as,306,517,B1
esc_ja3842aa_as,301,517,B1
esc_ka1398aa_as,300,517,B1
esc_ra4928aa_as,303,517,B1
esc_ra4970aa_as,294,517,B1
7790_1#60,304,583,B2
AIAY00000000,293,583,B2
SRR5029813_trimmed,297,583,B2
SRR5030823_trimmed,302,583,B2
esc_aa9695aa_as,300,583,B2
esc_ga8920aa_as,301,583,B2
esc_ga8984aa_as,301,583,B2
esc_ga9124aa_as,300,583,B2
esc_ga9162aa_as,296,122,B2
esc_ga9176aa_as,297,122,B2
esc_ia1252aa_as,307,583,B2
esc_ia6434aa_as,296,583,B2
esc_ka6865aa_as,302,583,B2
esc_pa9507aa_as,307,583,B2
esc_pa9508aa_as,302,583,B2
esc_pa9509aa_as,308,583,B2
esc_pa9510aa_as,302,583,B2
esc_pa9513aa_as,300,583,B2
esc_pa9515aa_as,307,583,B2
esc_pa9517aa_as,307,583,B2
esc_pa9518aa_as,282,583,B2
esc_pa9519aa_as,307,583,B2
esc_pa9521aa_as,298,583,B2
esc_pa9522aa_as,300,7703,B2
esc_pa9523aa_as,302,583,B2
esc_pa9524aa_as,302,583,B2
esc_qa2864aa_as,302,583,B2
SRR5029672_trimmed,304,10,A
SRR5029820_trimmed,294,10~,A
SRR5029831_trimmed,286,10,A
SRR5029840_trimmed,294,10,A
SRR7163942_trimmed,303,10,A
SRR7167522_trimmed,298,10,A
SRR7179870_trimmed,288,10,A
SRR7186905_trimmed,296,10,A
SRR7187854_trimmed,285,10,A
SRR7191705_trimmed,296,10,A
SRR7221219_trimmed,271,10,A
SRR7230300_trimmed,296,10,A
SRR7251466_trimmed,296,10,A
SRR7257152_trimmed,293,10,A
SRR7265863_trimmed,293,10~,A
SRR7276918_trimmed,261,10~,A
SRR7276950_trimmed,287,10~,A
SRR7282618_trimmed,268,10~,A
SRR7282652_trimmed,305,10,A
SRR7285431_trimmed,285,10,A
SRR7285485_trimmed,246,10,A
SRR7286169_trimmed,261,10,A
SRR7286359_trimmed,294,10,A
SRR7286383_trimmed,302,10,A
SRR7286447_trimmed,272,10,A
SRR7358113_trimmed,271,10,A
SRR7367428_trimmed,284,10,A
SRR7367556_trimmed,234,10~,A
SRR7401663_trimmed,297,10,A
SRR7457848_trimmed,298,10,A
SRR7826926_trimmed,296,10,A
SRR7834593_trimmed,300,10,A
esc_ba7913aa_as,302,10,A
esc_ca5232aa_as,308,10,A
esc_ga8869aa_as,304,10,A
esc_ga8990aa_as,306,10,A
esc_ga9200aa_as,307,10,A
esc_ga9302aa_as,307,10,A
esc_ha3288aa_as,304,10,A
esc_ja3947aa_as,306,10,A
esc_ja4589aa_as,304,10,A
esc_ja5406aa_as,305,10,A
11657_6#10,341,144,B2
11657_6#29,347,144,B2
11657_6#92,337,144,B2
11657_7#43,338,144,B2
11658_3#19,334,5346,B2
11658_3#92,334,144,B2
11658_4#75,337,144,B2
11658_4#83,344,144,B2
11658_5#25,337,144,B2
11658_5#34,337,144,B2
11658_5#59,341,144,B2
11658_6#84,341,144,B2
11679_4#67,338,144,B2
11679_4#93,338,144,B2
11679_5#1,344,144,B2
11679_7#13,338,144,B2
11679_7#17,342,144,B2
11679_8#32,343,144,B2
11791_7#51,334,144,B2
12045_3#62,332,144,B2
JSMD00000000,329,144,B2
SRR7184343_trimmed,283,144,B2
SRR7187751_trimmed,305,144,B2
SRR7274840_trimmed,330,144,B2
esc_ba7078aa_as,338,703,B2
esc_ba9223aa_as,331,144,B2
esc_ca2077aa_as,334,144,B2
esc_ca5431aa_as,340,144,B2
esc_ca5604aa_as,333,144,B2
esc_ca6235aa_as,333,144,B2
esc_ga8805aa_as,345,144,B2
esc_ga8848aa_as,339,144,B2
esc_ga9434aa_as,332,144,B2
esc_ha7800aa_as,342,144,B2
esc_ha8223aa_as,332,144,B2
esc_ia1450aa_as,343,144,B2
esc_ia2217aa_as,344,144,B2
esc_ia2219aa_as,340,144,B2
esc_ia2249aa_as,340,144,B2
esc_ja7685aa_as,332,144,B2
8939_4#42,218,245,Shigella
8939_4#46,231,245,Shigella
8939_4#50,233,1024,Shigella
8939_4#66,221,245,Shigella
8939_4#82,230,1024,Shigella
8939_4#90,236,245,Shigella
9471_7#44,231,245,Shigella
9471_7#74,235,245,Shigella
9471_7#79,224,5233,Shigella
9471_7#87,231,245,Shigella
9471_7#93,236,245,Shigella
9471_7#95,234,245,Shigella
9803_5#11,232,245,Shigella
9803_5#14,238,245,Shigella
9803_5#18,236,631,Shigella
9803_5#19,235,245,Shigella
9803_5#2,222,245,Shigella
9803_5#25,228,1024,Shigella
9803_5#32,238,245,Shigella
9803_5#33,238,245,Shigella
9803_5#35,232,245,Shigella
9803_5#38,218,1024,Shigella
9803_5#39,238,245,Shigella
9803_5#40,224,245,Shigella
9803_5#45,218,245,Shigella
9803_5#46,218,245,Shigella
9803_5#5,233,245,Shigella
9803_5#53,227,245,Shigella
9803_5#54,235,245,Shigella
9803_5#56,237,245,Shigella
9803_5#59,211,245,Shigella
9803_5#60,235,245,Shigella
9803_5#65,227,245,Shigella
9803_5#7,233,245,Shigella
9803_5#72,238,631,Shigella
9803_5#75,231,1024,Shigella
9803_5#78,231,245,Shigella
9803_5#79,231,1024,Shigella
9803_5#83,233,1024,Shigella
NC_004337,238,245,Shigella
esc_ga9425aa_as,231,1753,Shigella
11658_4#17,331,62,F
11658_4#73,320,62,F
11658_4#94,320,62,F
11658_5#8,316,62,F
11658_8#70,318,62,F
11658_8#80,316,62,F
11679_4#78,325,62,F
11679_5#63,318,62,F
11679_5#74,317,62,F
11679_6#89,320,62,F
11679_8#34,321,1810,F
11679_8#56,323,62,F
11791_3#22,322,62,F
11791_3#23,317,62,F
11791_3#39,308,62,F
11791_3#41,315,62,F
38389_B01_contigs_pacbio,319,62,F
45076_C01_contigs_pacbio,319,62,F
JSIK00000000,313,62,F
JSRU00000000,322,62,F
JSRV00000000,325,62,F
JSRW00000000,325,62,F
NC_011750,300,62,F
NC_017646,320,62,F
SRR7407927_trimmed,311,62,F
esc_ca1813aa_as,321,62,F
esc_ca3307aa_as,318,62,F
esc_ga9238aa_as,319,62,F
esc_ha7435aa_as,318,62,F
esc_ha7436aa_as,318,62,F
esc_ha7437aa_as,318,62,F
esc_ha7438aa_as,323,62,F
esc_ia2236aa_as,321,62,F
esc_ia2243aa_as,318,62,F
esc_ia2258aa_as,321,62,F
esc_ra4946aa_as,315,62,F
7521_4#69,301,200,B1
SRR7230298_trimmed,299,200,B1
SRR7250979_trimmed,302,200,B1
SRR7291594_trimmed,304,200,B1
SRR7367225_trimmed,294,200,B1
SRR7367551_trimmed,297,200,B1
SRR7456565_trimmed,300,200,B1
SRR7505775_trimmed,287,200,B1
esc_ba4383aa_as,299,200,B1
esc_ca5184aa_as,301,200,B1
esc_ga8842aa_as,300,200,B1
esc_ga9380aa_as,309,200,B1
esc_ga9413aa_as,307,200,B1
esc_ja3888aa_as,303,200,B1
esc_ja4526aa_as,296,200,B1
esc_ja4759aa_as,303,200,B1
esc_ja7523aa_as,316,200,B1
esc_ja9349aa_as,306,200,B1
esc_ma8850aa_as,302,200,B1
esc_ma8857aa_as,307,200,B1
esc_ma8868aa_as,307,200,B1
esc_ma8872aa_as,307,200,B1
esc_ma8891aa_as,304,200,B1
esc_ma8941aa_as,298,200,B1
esc_ra2559aa_as,307,200,B1
esc_ra4204aa_as,307,200,B1
11657_5#38,308,59,F
11657_6#33,305,59,F
11657_6#75,302,415,F
11657_6#93,306,59,F
11657_7#13,296,59,F
11658_4#14,302,59,F
11658_4#86,308,59,F
11658_6#12,310,59,F
11658_6#48,306,59,F
11658_7#75,308,59,F
11658_8#74,311,59,F
11679_4#33,292,59,F
11679_5#69,303,415~,F
11679_5#85,293,59,F
11679_6#91,308,59,F
11791_6#16,307,59,F
36603_C01_contigs_pacbio,305,59,F
SRR7184241_trimmed,304,59,F
SRR7208797_trimmed,294,59,F
SRR7265970_trimmed,299,59,F
SRR7285629_trimmed,297,59,F
SRR7290998_trimmed,291,59,F
SRR7367358_trimmed,297,59,F
esc_ba6489aa_as,306,59,F
esc_ca1951aa_as,307,59,F
esc_ca2148aa_as,307,59,F
esc_ca3599aa_as,312,59,F
esc_ca4015aa_as,305,59,F
esc_ca5185aa_as,311,59,F
esc_ca5462aa_as,312,59,F
esc_ga8497aa_as,305,59,F
esc_ga8863aa_as,305,59,F
esc_ha7432aa_as,305,59,F
esc_ha7433aa_as,303,59,F
esc_ha7782aa_as,297,59,F
40105_G01_contigs_pacbio,295,328,B1
7521_4#83,303,328,B1
7553_7#69,303,328,B1
7553_7#70,305,328,B1
7554_4#15,304,328,B1
7554_4#16,304,328,B1
7748_7#31,307,5618,B1
7748_7#37,300,328,B1
7748_7#47,303,328,B1
7790_1#52,305,328,B1
7790_1#96,302,328,B1
8205_3#12,304,328,B1
8205_3#30,301,328,B1
8205_3#33,303,328,B1
8205_3#46,311,328,B1
8205_3#47,304,328,B1
8205_3#51,297,328,B1
8205_3#58,300,328,B1
8205_3#74,295,328,B1
8205_3#76,307,328,B1
AIBD00000000,290,328,B1
JHQW00000000,291,328,B1
JHRA00000000,295,328,B1
JHRI00000000,294,328~,B1
JHRK00000000,301,328~,B1
JHRN00000000,295,328~,B1
JHRQ00000000,291,328~,B1
JHSE00000000,292,328~,B1
JHSI00000000,296,328~,B1
JHTD00000000,304,328,B1
JHTK00000000,303,328,B1
SRR5031238_trimmed,295,328,B1
SRR7221204_trimmed,296,328,B1
esc_ka6852aa_as,302,328,B1
SRR7186896_trimmed,226,34~,A
SRR7215523_trimmed,296,34,A
SRR7236613_trimmed,294,34,A
SRR7251444_trimmed,280,34,A
SRR7283807_trimmed,296,34,A
esc_ca5440aa_as,299,34,A
esc_ga9251aa_as,299,34,A
esc_ga9276aa_as,284,34,A
esc_ga9367aa_as,277,34,A
esc_ia1481aa_as,277,34,A
esc_ia1485aa_as,282,34,A
esc_ja4047aa_as,284,34,A
esc_ja4839aa_as,283,34,A
esc_ja5048aa_as,296,34,A
esc_ja7786aa_as,284,34,A
esc_ja9336aa_as,296,34,A
esc_ma8855aa_as,281,34,A
esc_ma8856aa_as,296,34,A
esc_ma8876aa_as,278,34,A
esc_ma8942aa_as,281,34,A
esc_ra2550aa_as,299,34,A
esc_ra3565aa_as,278,8053,A
SRR7172057_trimmed,241,675~,B1
SRR7179832_trimmed,301,675,B1
SRR7184247_trimmed,276,675,B1
SRR7221092_trimmed,308,675~,B1
SRR7244296_trimmed,294,675~,B1
SRR7251431_trimmed,294,675,B1
SRR7277731_trimmed,300,675,B1
SRR7283740_trimmed,304,675,B1
SRR7285440_trimmed,272,675,B1
SRR7291012_trimmed,312,675,B1
SRR7367409_trimmed,247,180~,B1
SRR7407921_trimmed,304,7953,B1
SRR7417189_trimmed,302,675,B1
SRR7833071_trimmed,298,675,B1
esc_ca1174aa_as,308,675,B1
esc_ga9003aa_as,306,675,B1
esc_ga9113aa_as,304,675,B1
esc_ia1447aa_as,303,675,B1
esc_ia1631aa_as,309,675,B1
esc_ja3767aa_as,306,675,B1
esc_ja4127aa_as,312,675,B1
esc_ja4387aa_as,310,675,B1
esc_ja7632aa_as,308,675,B1
esc_ka1148aa_as,309,675,B1
11657_5#66,346,405,D
11657_6#40,331,405,D
11657_7#27,343,405,D
11658_4#67,311,964,D
11658_6#24,331,405,D
11679_4#20,327,405,D
11679_4#61,326,405,D
11679_6#83,345,405,D
11679_7#14,329,405,D
11679_7#77,323,405,D
11791_6#14,343,405,D
59235_G01_contigs_hgap_4_0,327,405,D
7114_1#25,329,405,D
JSPE00000000,324,405,D
JSPF00000000,323,405,D
JSPI00000000,324,405,D
JSQN00000000,324,405,D
JSQO00000000,325,405,D
JSRM00000000,323,405,D
SRR7270947_trimmed,319,405,D
esc_ca3740aa_as,330,405,D
esc_ca3918aa_as,320,405,D
esc_ca5128aa_as,327,405,D
esc_fa7044aa_as,325,405,D
esc_ha8265aa_as,326,405,D
esc_ja3937aa_as,330,405,D
esc_oa0093aa_as,325,405,D
36725_B01_contigs_pacbio,308,59,F
52363_G02_contigs_pacbio,308,59,F
8476_1#2,296,59,F
8939_4#2,299,59,F
9517_1#4,307,59,F
9776_2#10,306,59,F
9776_2#11,266,59,F
9776_2#44,311,59,F
9776_2#50,306,59,F
9776_2#9,309,59,F
9803_5#4,302,59,F
9803_5#66,309,59,F
9803_5#73,309,59,F
SRR7265950_trimmed,302,59,F
SRR7291003_trimmed,258,59,F
SRR7500897_trimmed,247,59~,F
SRR7500918_trimmed,287,59,F
SRR7500934_trimmed,300,59,F
SRR7500991_trimmed,300,59,F
SRR7501005_trimmed,268,59,F
SRR7501163_trimmed,297,59,F
esc_ga9435aa_as,310,59,F
esc_ha0205aa_as,312,2618,F
esc_ja3845aa_as,310,59,F
esc_ja4779aa_as,309,59,F
esc_ja7687aa_as,310,59,F
esc_na8796aa_as,307,59,F
SRR7588732_trimmed,298,655,B1
